material_uri,material_name,primary_category,secondary_category,rdfs_comment,description
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A36,Steel ASTM A36,Metal,Steel,Specific type of steel with defined characteristics.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A500_Grade_B_Rectangular_and_Square,Steel ASTM A500 Grade B Rectangular and Square,Metal,Steel,Steel with specific shape and properties.,"ASTM A500 steel, Grade B round, Fy 42 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A500_Grade_B_Round,Steel ASTM A500 Grade B Round,Metal,Steel,Steel with specific shape and properties.,"ASTM A500 steel, Grade B rectangular, Fy 46 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A500_Grade_C_Rectangular_and_Square,Steel ASTM A500 Grade C Rectangular and Square,Metal,Steel,Steel with specific shape and properties.,"ASTM A500 steel, Grade C round, Fy 46 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A500_Grade_C_Round,Steel ASTM A500 Grade C Round,Metal,Steel,Steel with specific shape and properties.,"ASTM A500 steel, Grade C rectangular, Fy 50 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A53,Steel ASTM A53,Metal,Steel,Specific type of steel with defined characteristics.,"ASTM A53 steel, Fy 35 ksi Steel pipes"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A572,Steel ASTM A572,Metal,Steel,Specific type of steel with defined characteristics.,"ASTM A572 steel, Fy 50 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A913,Steel ASTM A913,Metal,Steel,Specific type of steel with defined characteristics.,"ASTM A913 steel, Fy 50 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_ASTM_A992,Steel ASTM A992,Metal,Steel,Specific type of steel with defined characteristics.,"ASTM A992 steel, Fy 50 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Chrome_Plated,Steel Chrome Plated,Metal,Steel,Steel plated with chromium for a shiny finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Galvanized,Steel Galvanized,Metal,Steel,Steel coated with zinc to prevent rusting.,Metal structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_High_Grade,Steel High Grade,Metal,Steel,Steel with high quality and performance standards.,"High Strength steel, Fy 290 MPa"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Paint_Finish_Blue,Steel Paint Finish Blue,Metal,Steel,Steel with blue paint finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Paint_Finish_Dark_Gray,Steel Paint Finish Dark Gray,Metal,Steel,Steel with dark gray paint finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Paint_Finish_Dark_Gray_Matte,Steel Paint Finish Dark Gray Matte,Metal,Steel,Steel with matte dark gray paint finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Paint_Finish_Ivory_Glossy,Steel Paint Finish Ivory Glossy,Metal,Steel,Steel with glossy ivory paint finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Paint_Finish_Ivory_Matte,Steel Paint Finish Ivory Matte,Metal,Steel,Steel with matte ivory paint finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Paint_Finish_Red,Steel Paint Finish Red,Metal,Steel,Steel with red paint finish.,"ASTM A36 steel, Fy 36 ksi"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Polished,Steel Polished,Metal,Steel,Steel with a polished and smooth surface.,Metal structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_Purlins,Steel Purlins,Metal,Steel,Horizontal members used in roof framing.,Metal structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_S_235,Steel S 235,Metal,Steel,Specific type of structural steel with defined properties.,"Steel, S235 (EN 10025-2)"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_S_275,Steel S 275,Metal,Steel,Specific type of structural steel with defined properties.,"Steel, S275 (EN 10025-2)"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_S_355,Steel S 355,Metal,Steel,Specific type of structural steel with defined properties.,"Steel, S355 (EN 10025-2)"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel_S_460,Steel S 460,Metal,Steel,Specific type of structural steel with defined properties.,"Steel, S460 (EN 10025-6)"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Stone_Natural_Soldier,Stone Natural Soldier,Generic,Stone,Natural stone used in soldier course pattern.,"Granite, average properties"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Structure_Precast_Concrete_Beams,Structure Precast Concrete Beams,Concrete,Standard,Prefabricated concrete beams for structures.,Concrete f'c=5.0 ksi
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Structure_Wood_Truss_Joist/Rafter_Layer,Structure Wood Truss Joist/Rafter Layer,Wood,SoftWood,Wooden structural element supporting a roof.,Default softwood - Spruce-Pine-Fir
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Teak,Teak,Wood,HardWood,HardWood known for its durability and resistance to moisture.,Teak
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Terrazzo_as_Individual,Terrazzo,Concrete,Standard,Composite material consisting of chips set in concrete.,Default Concrete f'c=3.5 ksi
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tile_Mosaic_Gray,Tile Mosaic Gray,Tile,Tile,Gray-colored mosaic tile material.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tile_Porcelain_4in,Tile Porcelain 4in,Tile,Tile,Porcelain tile with a 4-inch size.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tile_Porcelain_6in,Tile Porcelain 6in,Tile,Tile,Porcelain tile with a 6-inch size.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tile_Quarry,Tile Quarry,Tile,Tile,Tile made from quarried stone.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tile_Stone_and_Ceramic_mix,Tile Stone and Ceramic mix,Tile,Tile,Tile composed of stone and ceramic materials.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tile_Structural,Tile Structural,Tile,Tile,Tile used for structural purposes.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tiles_15_x_15,Tiles 15 x 15,Concrete,Standard,Square tiles with dimensions of 15 x 15 inches.,Default Concrete f'c=3.5 ksi
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Tiles_25_x_25,Tiles 25 x 25,Concrete,Standard,Square tiles with dimensions of 25 x 25 inches.,Default Concrete f'c=3.5 ksi
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Timber_C16,Timber C16,Wood,SoftWood,SoftWood timber graded for strength and stability.,Strength Class C16 Timber
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Timber_C24,Timber C24,Wood,SoftWood,Higher grade softwood timber known for durability.,Strength Class C24 Timber
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Titanium,Titanium,Metal,NonFerrous,Lightweight and strong metal with various applications.,Pure titanium
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Travertine,Travertine,Generic,Stone,Form of limestone with unique pattern and colors.,Limestone
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Ultralam_R_LVL,Ultralam R LVL,Wood,EngineeredWood,Ultralam Laminated Veneer Lumber with specific features.,Ultralam R beam orientation  EN 14374
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Ultralam_X_LVL,Ultralam X LVL,Wood,EngineeredWood,Ultralam Laminated Veneer Lumber with specific features.,Ultralam X beam orientation  EN 14374
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Vermiculite_Loose,Vermiculite Loose,Insulation,Insulation,Insulating material made from expanded minerals.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Vinyl_Composition_Tile_as_Individual,Vinyl Composition Tile,Flooring,VinylCompositionTile,Flooring material made of vinyl chips in composite tile.,Vinyl sheet or tile
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Vinyl_Sheet_Flooring_as_Individual,Vinyl Sheet Flooring,Flooring,VinylSheetFlooring,Flooring material made of vinyl in sheet form.,Vinyl sheet or tile
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wall_Texture_Orange_Peel,Wall Texture Orange Peel,Plaster,Plaster,Textured finish resembling an orange peel.,Cement Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wall_Texture_Stucco,Wall Texture Stucco,Plaster,Plaster,Decorative plaster finish for exterior walls.,Cement Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wall_Texture_Stucco_Coarse,Wall Texture Stucco Coarse,Plaster,Plaster,Coarse-textured stucco finish for walls.,Cement Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wall_Texture_Stucco_Knockdown,Wall Texture Stucco Knockdown,Plaster,Plaster,Stucco with a textured finish created by knocking down peaks.,Cement Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wall_Texture_Stucco_Stipple,Wall Texture Stucco Stipple,Plaster,Plaster,Stucco finish with a stippled texture.,Cement Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Walnut,Walnut,Wood,HardWood,HardWood known for its dark color and fine grain.,Black Walnut
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Water,Water,Liquid,Liquid,Essential fluid for various construction purposes.,"Water, properties @20C"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wood_Flooring,Wood Flooring,Wood,HardWood,Wood planks used as a durable floor covering.,Northern Red Oak
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wood_Planks,Wood Planks,Wood,HardWood,"Long, flat pieces of wood used for various purposes.",Default hardwood -Red Oak
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wood_Shake,Wood Shake,Wood,SoftWood,Wooden shingles used for roofing.,Sitka Spruce
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wood_Sheathing_Chipboard,Wood Sheathing Chipboard,Wood,EngineeredWood,Wood-based panel often used as wall sheathing.,Grade H-1
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Wood_as_Individual,Wood,Wood,SoftWood,The fibrous structural tissue found in tree stems.,Shortleaf Pine
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Zinc,Zinc,Metal,NonFerrous,Metal with anti-corrosion properties.,Typical zinc alloy
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Dampproofing,Dampproofing,Miscellaneous,Dampproofing,Material used to prevent moisture penetration.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Earth,Earth,Miscellaneous,Earth," Represents earth materials used for construction, landscaping, and earthworks.                    ",Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Earth,Earth,Miscellaneous,Earth,Soil and natural material from the ground.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Gravel,Gravel,Miscellaneous,Gravel, Represents gravel materials commonly used in construction and road-building projects.             ,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Gravel,Gravel,Miscellaneous,Gravel,Small rock fragments used in various applications.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Paper,Paper,Miscellaneous,Paper," Represents paper materials used in various construction applications, including moisture barriers.",Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Paper,Paper,Miscellaneous,Paper,Material made from processed plant fibers.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Sand,Sand,Miscellaneous,Sand, Represents sand materials commonly used as a key ingredient in concrete and mortar mixes.         ,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Sand,Sand,Miscellaneous,Sand,Granular material used in concrete and mortar.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Slate,Slate,Generic,Slate,Fine-grained metamorphic rock used for roofing.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Stone,Stone,Generic,Stone," Represents stone materials known for their durability, natural aesthetics, and structural strength.","Granite, average properties"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Stone,Stone,Generic,Stone,General term for natural construction materials.,"Granite, average properties"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Stone,Stone,Generic,Stone,Natural rock materials used in construction and architectural applications,"Granite, average properties"
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Carpet,Carpet,Fabric,Carpet,Textile flooring material made of woven fibers.,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Carpet,Carpet,Fabric,Carpet,Textile floor covering materials providing comfort and acoustic properties,Basic structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Plaster,Plaster,Plaster,Plaster, Represents plaster materials used for wall finishing and decorative treatments.                     ,Gypsum Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Plaster,Plaster,Plaster,Plaster,Material used for coating walls and ceilings.,Gypsum Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Plaster,Plaster,Plaster,Plaster,Coating materials applied to walls and ceilings for finishing and protection,Gypsum Plaster
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Masonry,Masonry,Concrete,Standard," Represents masonry materials, used for building walls, structures, and decorative elements.       ",Default Concrete f'c=3.5 ksi
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Masonry,Masonry,Concrete,Standard,"Construction using stones, bricks, or concrete.",Default Concrete f'c=3.5 ksi
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel,Steel,Metal,Steel,General term for various steel materials.,Metal structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Steel,Steel,Metal,Steel,"Represents steel materials, widely used in construction for their strength, versatility, and critical role in structural engineering.",Metal structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Metal,Metal,Metal,Steel,General term for various metallic materials.,Metal structural asset.
http://www.BimToolsMaterialLibrary.com/BimBuildingMaterialsOntology#Metal,Metal,Metal,Steel,"Represents metal materials, valued for their strength, durability, and diverse applications used in construction.",Metal structural asset.
